id,timestamp,film_title_en,film_title_romanji,film_title_original,year_released,director,production_studio,production_studio_gps,prefecture,film_location,latitude,longitude,researcher_source,release_date,country_of_production,topographical_targets,animated,budget,,,
1270,,,Sasurai,????,1962,,,,?????,??????,34.8265004,137.2195158,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1271,,,Sasurai,????,1962,,,,?????,,35.0956057,139.8396403,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1272,,,Sasurai,????,1962,,,,?????,,35.827481,137.9540801,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1273,,,Sasurainotoranpetto,???????????,1963,,,,?????,?????????,35.6580681,139.7515992,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1274,,,Sasurainotoranpetto,???????????,1963,,,,?????,,35.6580681,139.7515992,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1275,,,Sasurainotoranpetto,???????????,1963,,,,?????,??,35.6580681,139.7515992,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1276,,,Sasurainotoranpetto,???????????,1963,,,,?????,???,35.6580681,139.7515992,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1277,,,Sasurainotoranpetto,???????????,1963,,,,?????,????????),35.6580681,139.7515992,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1278,,,Sasurainotoranpetto,???????????,1963,,,,?????,???????,35.712607,139.7799956,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1279,,,Sasurainotoranpetto,???????????,1963,,,,??????,???????????,35.2323553,139.1069375,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1280,,,Sasurainotoranpetto,???????????,1963,,,,??????,,35.712607,139.7799956,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1281,,,Sasurainotoranpetto,???????????,1963,,,,??????,?????,35.712607,139.7799956,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1282,,,Sasurai no tobaku-shi,????????,1964,,,,??????,????,35.4437078,139.6380256,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1283,,,Sasurai no tobaku-shi,????????,1964,,,,??????,,35.4437078,139.6380256,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1284,,,Sasurai no tobaku-shi,????????,1964,,,,??????,???,35.4437078,139.6380256,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1285,,,Sasurai no tobaku-shi,????????,1964,,,,??????,???????,35.4437078,139.6380256,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1286,,,Sasurai no tobaku-shi,????????,1964,,,,??????,????????),35.4437078,139.6380256,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1287,,,Sasurai no tobaku-shi,????????,1964,,,,??????,,35.1584678,139.1371193,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1288,,,Sasurai wa ore no unmei,?????????,1965,,,,??????,,35.1584678,139.1371193,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1289,,,Samurai no ko,??????,1963,,,,?????,,43.1907173,140.9946621,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1290,,,Say?nara no kisetsu,????????,1962,,,,??????,????,35.4437078,139.6380256,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1291,,,Say?nara no kisetsu,????????,1962,,,,??????,,35.4437078,139.6380256,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1292,,,Say?nara no kisetsu,????????,1962,,,,??????,????,35.4437078,139.6380256,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1293,,,Say?nara no kisetsu,????????,1962,,,,??????,????,35.4437078,139.6380256,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1294,,,Say?nara no kisetsu,????????,1962,,,,??????,????????????????????????????????????,35.4437078,139.6380256,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1295,,,Sarar?man monogatari katte kuru zo to isamashiku,???????? ???????????,1963,,,,?????,???????????),35.712607,139.7799956,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1296,,,Sarar?man monogatari katte kuru zo to isamashiku,???????? ???????????,1963,,,,?????,??????,35.6617773,139.7040506,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1297,,,Sarar?man monogatari katte kuru zo to isamashiku,???????? ???????????,1963,,,,??????,???,35.5298198,139.7024039,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1298,,,Sarar?man monogatari katte kuru zo to isamashiku,???????? ???????????,1963,,,,??????,,35.6617773,139.7040506,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1299,,,Sarar?man monogatari katte kuru zo to isamashiku,???????? ???????????,1963,,,,??????,?????????????,35.6617773,139.7040506,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1300,,,Sarar?man monogatari taikibansei,???????? ????,1963,,,,?????,??????????????????),,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1301,,,Sarar?man monogatari taikibansei,???????? ????,1963,,,,?????,??????,35.5612568,139.7160511,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1302,,,Sarar?man monogatari taikibansei,???????? ????,1963,,,,?????,???????????????????,35.6940027,139.7535951,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1303,,,Sarar?man monogatari taikibansei,???????? ????,1963,,,,?????,????,35.712607,139.7799956,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1304,,,Sarar?man monogatari tekihaikuman ari totemo,???????? ?????????,1962,,,,?????,?????,35.6706505,139.7718614,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1305,,,Sarar?man monogatari tekihaikuman ari totemo,???????? ?????????,1962,,,,?????,,35.6706505,139.7718614,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1306,,,Sarar?man monogatari tekihaikuman ari totemo,???????? ?????????,1962,,,,?????,???),35.6706505,139.7718614,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1307,,,Sarar?man monogatari tekihaikuman ari totemo,???????? ?????????,1962,,,,?????,?????????????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1308,,,Sarar?man monogatari tekihaikuman ari totemo,???????? ?????????,1962,,,,?????,,35.6940027,139.7535951,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1309,,,Sarar?man monogatari tekihaikuman ari totemo,???????? ?????????,1962,,,,?????,??????,35.6940027,139.7535951,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1310,,,Sarar?man monogatari tekihaikuman ari totemo,???????? ?????????,1962,,,,?????,??????,35.5612568,139.7160511,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1311,,,Sarar?man monogatari tekihaikuman ari totemo,???????? ?????????,1962,,,,?????,,ZERO_RESULTS,ZERO_RESULTS,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1312,,,Sarar?man monogatari tekihaikuman ari totemo,???????? ?????????,1962,,,,?????,??????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1313,,,Sarar?man monogatari tekihaikuman ari totemo,???????? ?????????,1962,,,,?????,????????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1314,,,Shiawase wa doko ni,????????,1956,,,,?????,???????,35.6940027,139.7535951,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1315,,,Shiawase wa doko ni,????????,1956,,,,?????,,35.6940027,139.7535951,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1316,,,Shiawase wa doko ni,????????,1956,,,,?????,????),35.6940027,139.7535951,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1317,,,Shiawase wa doko ni,????????,1956,,,,?????,?????,35.5612568,139.7160511,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1318,,,Shiawase wa doko ni,????????,1956,,,,?????,,35.5612568,139.7160511,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1319,,,Shiawase wa doko ni,????????,1956,,,,?????,????(,35.5612568,139.7160511,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1320,,,Shiawase wa doko ni,????????,1956,,,,??????,???),ZERO_RESULTS,ZERO_RESULTS,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1321,,,Shiawase wa doko ni,????????,1956,,,,??????,,35.6118304,139.1841037,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1322,,,Shiawase wa doko ni,????????,1956,,,,?????,???????,34.7108344,137.7261258,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1323,,,Shiawase wa doko ni,????????,1956,,,,?????,????,35.5011326,134.2350914,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1324,,,Shiawase wa doko ni,????????,1956,,,,?????,,35.6118304,139.1841037,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1325,,,Shiawase wa doko ni,????????,1956,,,,?????,,34.7108344,137.7261258,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1326,,,Shiawase wa doko ni,????????,1956,,,,?????,???????????????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1327,,,Shiawase wa doko ni,????????,1956,,,,?????,?????,34.7108344,137.7261258,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1328,,,Jazu musume tanj?,??????,1957,,,,?????,????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1329,,,Jazu musume tanj?,??????,1957,,,,?????,,34.6510915,138.8585273,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1330,,,Jazu musume tanj?,??????,1957,,,,?????,??,34.6510915,138.8585273,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1331,,,Jazu musume tanj?,??????,1957,,,,?????,???,34.6510915,138.8585273,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1332,,,Jazu musume tanj?,??????,1957,,,,?????,???,34.6510915,138.8585273,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1333,,,Jazu musume tanj?,??????,1957,,,,?????,??????,35.6940027,139.7535951,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1334,,,Jazu musume tanj?,??????,1957,,,,?????,??????,35.6940027,139.7535951,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1335,,,Shirobanba,?????,1962,,,,?????,??????,34.9765857,138.946704,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1336,,,Shirobanba,?????,1962,,,,?????,,34.9765857,138.946704,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1337,,,Shirobanba,?????,1962,,,,?????,?????,34.9765857,138.946704,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1338,,,Shirobanba,?????,1962,,,,?????,???,34.9765857,138.946704,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1339,,,Shirobanba,?????,1962,,,,?????,???,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1340,,,Shirobanba,?????,1962,,,,?????,???,34.9765857,138.946704,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1341,,,Shirobanba,?????,1962,,,,?????,????,34.9765857,138.946704,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1342,,,Shirobanba,?????,1962,,,,?????,??,34.9765857,138.946704,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1343,,,Shirobanba,?????,1962,,,,?????,,34.9765857,138.946704,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1344,,,Shirobanba,?????,1962,,,,?????,????,34.9765857,138.946704,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1345,,,Surabaya denka,??????,1955,,,,?????,??????),35.5612568,139.7160511,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1346,,,Surabaya denka,??????,1955,,,,?????,????????,35.6940027,139.7535951,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1347,,,Surabaya denka,??????,1955,,,,?????,??????,35.712607,139.7799956,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1348,,,Surabaya denka,??????,1955,,,,?????,,35.712607,139.7799956,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1349,,,Surabaya denka,??????,1955,,,,?????,????,35.712607,139.7799956,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1350,,,Zurari ore tacha y?jinb?,??????????,1961,,,,?????,??????????,35.4232984,136.7606537,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1351,,,Zurari ore tacha y?jinb?,??????????,1961,,,,?????,,35.4232984,136.7606537,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1352,,,Zurari ore tacha y?jinb?,??????????,1961,,,,?????,?????,35.4232984,136.7606537,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1353,,,Zurari ore tacha y?jinb?,??????????,1961,,,,?????,????,35.4232984,136.7606537,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1354,,,Zurari ore tacha y?jinb?,??????????,1961,,,,?????,?????,35.4232984,136.7606537,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1355,,,Zurari ore tacha y?jinb?,??????????,1961,,,,?????,??????????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1356,,,Zurari ore tacha y?jinb?,??????????,1961,,,,?????,?????,35.4232984,136.7606537,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1357,,,Zurari ore tacha y?jinb?,??????????,1961,,,,?????,?????????????????),,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1358,,,Zurari ore tacha y?jinb?,??????????,1961,,,,?????,????,35.495738,136.9178419,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1359,,,Zurari ore tacha y?jinb?,??????????,1961,,,,?????,?????????,35.3988691,136.8482643,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1360,,,Zurari ore tacha y?jinb?,??????????,1961,,,,?????,???????,35.4402422,137.0156644,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1361,,,Zurari ore tacha y?jinb?,??????????,1961,,,,?????,,34.8917179,136.937961,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1362,,,S?rusuman monogatari otoko nya otoko no yume ga aru,???????? ?????????,1961,,,,?????,??????,35.5612568,139.7160511,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1363,,,Sono hito wa t?ku,??????,1963,,,,?????,???????,35.5612568,139.7160511,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1364,,,Sono hito wa t?ku,??????,1963,,,,?????,,35.5612568,139.7160511,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1365,,,Sono hito wa t?ku,??????,1963,,,,?????,???????,35.5612568,139.7160511,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1366,,,Sono hito wa t?ku,??????,1963,,,,?????,???????),35.5612568,139.7160511,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1367,,,Sono hito wa t?ku,??????,1963,,,,?????,??????????,35.6940027,139.7535951,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1368,,,Sono hito wa t?ku,??????,1963,,,,?????,,35.6940027,139.7535951,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1369,,,Sono hito wa t?ku,??????,1963,,,,?????,????????????????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1370,,,Sono hito wa t?ku,??????,1963,,,,?????,????????????????,35.6580681,139.7515992,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1371,,,Sono hito wa t?ku,??????,1963,,,,?????,???,35.6706505,139.7718614,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1372,,,Sono hito wa t?ku,??????,1963,,,,?????,,35.6706505,139.7718614,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1373,,,Sono hito wa t?ku,??????,1963,,,,?????,??,35.6706505,139.7718614,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1374,,,Sono hito wa t?ku,??????,1963,,,,?????,???,35.6706505,139.7718614,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1375,,,Sono hito wa t?ku,??????,1963,,,,?????,?????,35.6706505,139.7718614,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1376,,,Sono hito wa t?ku,??????,1963,,,,?????,????????????????????,35.712038,139.798475,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1377,,,Sono hito wa t?ku,??????,1963,,,,?????,?????,35.6617773,139.7040506,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1378,,,Sono hito wa t?ku,??????,1963,,,,?????,,35.6617773,139.7040506,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1379,,,Sono hito wa t?ku,??????,1963,,,,?????,?????????????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1380,,,Sono hito wa t?ku,??????,1963,,,,?????,??????,35.7080677,139.752167,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1381,,,Sono hito wa t?ku,??????,1963,,,,?????,,ZERO_RESULTS,ZERO_RESULTS,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1382,,,Sono hito wa t?ku,??????,1963,,,,?????,??????,35.0116363,135.7680294,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1383,,,Sono hito wa t?ku,??????,1963,,,,?????,??????,34.6937378,135.5021651,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1384,,,Sono hito wa t?ku,??????,1963,,,,?????,,ZERO_RESULTS,ZERO_RESULTS,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1385,,,Sono hito wa t?ku,??????,1963,,,,?????,,35.0116363,135.7680294,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1386,,,Sono hito wa t?ku,??????,1963,,,,?????,???????????,,,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1387,,,Sono kabe o kudake,??????,1959,,,,?????,,37.4462652,138.8512772,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1388,,,Dakaraittajanaino,???????????,1959,,,,?????,????,34.975562,138.3827596,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1389,,,Dakaraittajanaino,???????????,1959,,,,?????,,34.975562,138.3827596,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1390,,,Dakaraittajanaino,???????????,1959,,,,?????,??????,34.975562,138.3827596,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1391,,,Tada hitori no hito daiichibu,??????? ???,1956,,,,?????,?????????,35.6940027,139.7535951,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1392,,,Tada hitori no hito daiichibu,??????? ???,1956,,,,?????,,35.6940027,139.7535951,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1393,,,Tada hitori no hito daiichibu,??????? ???,1956,,,,?????,???,35.6940027,139.7535951,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1394,,,Tada hitori no hito daiichibu,??????? ???,1956,,,,?????,?????,35.6940027,139.7535951,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1395,,,Tada hitori no hito daiichibu,??????? ???,1956,,,,?????,??????,35.6940027,139.7535951,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1396,,,Tada hitori no hito daiichibu,??????? ???,1956,,,,?????,???????),35.6940027,139.7535951,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1397,,,Tada hitori no hito daiichibu,??????? ???,1956,,,,?????,??????,35.6580681,139.7515992,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1398,,,Tada hitori no hito daiichibu,??????? ???,1956,,,,?????,??????,35.6617773,139.7040506,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1399,,,Tada hitori no hito daiichibu,??????? ???,1956,,,,?????,,35.828148,139.801214,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1400,,,Tada hitori no hito daiichibu,??????? ???,1956,,,,?????,????,33.5595867,133.5292788,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1401,,,Tada hitori no hito daiichibu,??????? ???,1956,,,,?????,,35.828148,139.801214,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1402,,,Tada hitori no hito daiichibu,??????? ???,1956,,,,?????,,33.5595867,133.5292788,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1403,,,Tada hitori no hito daiichibu,??????? ???,1956,,,,?????,????,33.5595867,133.5292788,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1404,,,Tada hitori no hito daiichibu,??????? ???,1956,,,,?????,????,33.5595867,133.5292788,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1405,,,Tada hitori no hito daiichibu,??????? ???,1956,,,,?????,?????,33.5595867,133.5292788,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
1406,,,Tada hitori no hito daiichibu,??????? ???,1956,,,,?????,????????,33.5595867,133.5292788,nikkatsu website: http://www.nikkatsu.com/index.html,,,,,,,,
